selected,left,right,elapsed,,,
c_An_R,c_An_R,c_CC,1.403,,,
c_SpCo_B,c_SpCo_B,c_SpCo_G,2.302,,,
c_Co_B,c_Co_B,c_SpCo_R,0.833,,,
a_Tr,a_SpCo_G,a_Tr,2.769,,,
c_Tr,c_An_R,c_Tr,1.085,,,
c_Co_R,c_An_G,c_Co_R,1.234,,,
c_Co_R,c_Co_R,c_CC,1.218,,,
c_SpCo_R,c_SpCo_R,c_Tr,2.652,,,
c_Tr,c_Co_G,c_Tr,1.334,,,
a_An_G,a_An_G,a_Co_G,5.722,,,
a_SpCo_B,a_An_R,a_SpCo_B,1.135,,,
c_SatL_R,c_SatH_R,c_SatL_R,3.519,,,
a_Co_R,a_Co_R,a_Co_G,1.668,,,
c_Co_R,c_An_B,c_Co_R,4.521,,,
c_Cool,c_Warm,c_Cool,9.925,,,
c_An_B,c_An_B,c_Co_G,4.354,,,
c_Co_B,c_Co_B,c_Tr,1.868,,,
c_Co_G,c_Co_G,c_SpCo_G,10.776,,,
c_SpCo_R,c_An_R,c_SpCo_R,2.369,,,
a_CC,a_CC,a_Tr,6.722,,,
c_Co_B,c_Co_B,c_CC,1.501,,,
c_SpCo_R,c_SpCo_R,c_SpCo_G,2.603,,,
a_Co_B,a_Co_B,a_SpCo_G,2.085,,,
c_Co_B,c_Co_B,c_SpCo_G,1.018,,,
a_Co_R,a_An_B,a_Co_R,1.117,,,
c_An_B,c_An_R,c_An_B,1.918,,,
c_Co_R,c_Co_R,c_Co_G,1.101,,,
a_An_R,a_An_R,a_An_G,6.005,,,
c_SpCo_B,c_SpCo_B,c_An_R,1.235,,,
a_CC,a_CC,a_An_R,0.95,,,
c_SpCo_R,c_SpCo_G,c_SpCo_R,2.403,,,
c_Co_B,c_CC,c_Co_B,0.667,,,
a_An_G,a_Co_G,a_An_G,0.985,,,
c_SpCo_R,c_SpCo_R,c_Co_G,1.15,,,
a_Co_B,a_Co_B,a_An_R,1.502,,,
a_Co_R,a_Co_G,a_Co_R,1.618,,,
a_CC,a_CC,a_An_B,2.001,,,
a_CC,a_CC,a_Co_G,1.335,,,
c_Co_R,c_CC,c_Co_R,1.634,,,
c_SpCo_R,c_SpCo_R,c_An_G,5.288,,,
a_SpCo_B,a_SpCo_B,a_An_G,4.254,,,
c_Co_R,c_SpCo_R,c_Co_R,1.318,,,
a_Co_R,a_Tr,a_Co_R,2.118,,,
a_SpCo_B,a_SpCo_B,a_An_R,1.819,,,
a_CC,a_CC,a_An_G,3.002,,,
a_SpCo_R,a_SpCo_R,a_Co_B,4.32,,,
c_Co_G,c_Co_G,c_An_R,3.921,,,
a_SatL_B,a_SatL_B,a_SatH_B,4.57,,,
a_An_B,a_SpCo_G,a_An_B,2.753,,,
c_An_R,c_An_G,c_An_R,3.452,,,
c_An_B,c_SpCo_B,c_An_B,5.339,,,
c_SpCo_B,c_SpCo_B,c_An_G,2.152,,,
a_CC,a_CC,a_Co_B,3.369,,,
c_An_G,c_CC,c_An_G,1.251,,,
a_SpCo_R,a_SpCo_R,a_Co_G,1.018,,,
c_Co_B,c_Co_B,c_An_B,1.184,,,
a_Tr,a_Tr,a_An_G,3.569,,,
a_SpCo_B,a_SpCo_B,a_Co_B,1.819,,,
c_SatL_G,c_SatL_G,c_SatH_G,1.367,,,
c_Co_B,c_Co_B,c_An_R,1.152,,,
a_An_B,a_An_B,a_An_R,2.052,,,
a_An_B,a_Co_G,a_An_B,1.434,,,
c_SpCo_R,c_SpCo_B,c_SpCo_R,1.201,,,
c_Co_R,c_Co_R,c_An_B,1.251,,,
a_Co_R,a_Co_R,a_An_B,1.768,,,
c_Co_R,c_Co_R,c_An_G,1.201,,,
c_Co_G,c_Co_G,c_An_G,7.841,,,
a_SpCo_R,a_SpCo_B,a_SpCo_R,1.101,,,
a_CC,a_CC,a_SpCo_R,1.585,,,
a_Co_B,a_Co_B,a_An_G,1.701,,,
c_SpCo_R,c_CC,c_SpCo_R,1.268,,,
a_An_B,a_An_G,a_An_B,4.036,,,
c_CC,c_CC,c_Co_G,2.152,,,
a_SpCo_R,a_SpCo_R,a_An_R,1.301,,,
a_SpCo_B,a_Tr,a_SpCo_B,2.919,,,
c_CC,c_CC,c_An_R,1.536,,,
c_Co_B,c_Co_B,c_Co_R,4.737,,,
c_Co_R,c_Co_G,c_Co_R,1.184,,,
a_Co_R,a_SpCo_B,a_Co_R,2.602,,,
a_SpCo_B,a_SpCo_B,a_An_B,1.418,,,
a_SpCo_G,a_SpCo_G,a_Co_G,2.102,,,
c_Co_B,c_Tr,c_Co_B,0.817,,,
a_SpCo_G,a_SpCo_G,a_An_G,3.202,,,
c_SpCo_R,c_Tr,c_SpCo_R,0.918,,,
c_Co_B,c_SpCo_G,c_Co_B,0.785,,,
a_An_R,a_SpCo_G,a_An_R,3.603,,,
a_Co_B,a_Co_B,a_An_B,1.067,,,
a_SatL_R,a_SatL_R,a_SatH_R,3.169,,,
c_Co_R,c_Tr,c_Co_R,0.935,,,
c_SpCo_G,c_SpCo_G,c_An_R,2.919,,,
c_SatL_B,c_SatL_B,c_SatH_B,3.119,,,
c_Tr,c_Tr,c_An_R,1.518,,,
c_Tr,c_Tr,c_Co_G,1.986,,,
a_Co_R,a_SpCo_G,a_Co_R,1.384,,,
a_CC,a_Tr,a_CC,2.235,,,
a_SpCo_R,a_SpCo_R,a_An_B,1.134,,,
c_SpCo_B,c_SpCo_G,c_SpCo_B,3.403,,,
c_An_B,c_Tr,c_An_B,2.719,,,
c_SpCo_B,c_Tr,c_SpCo_B,1.918,,,
a_An_R,a_An_G,a_An_R,2.936,,,
c_Co_B,c_Co_B,c_An_G,1.602,,,
c_SpCo_G,c_SpCo_G,c_An_G,2.469,,,
a_Tr,a_Tr,a_An_B,1.201,,,
c_An_B,c_An_G,c_An_B,1.368,,,
c_SpCo_B,c_CC,c_SpCo_B,1.251,,,
c_SpCo_R,c_SpCo_R,c_An_B,1.267,,,
a_Tr,a_Tr,a_SpCo_G,2.602,,,
c_SpCo_B,c_SpCo_B,c_Co_G,1.885,,,
a_SpCo_B,a_SpCo_G,a_SpCo_B,0.934,,,
c_Co_B,c_Co_G,c_Co_B,1.035,,,
c_An_B,c_CC,c_An_B,2.886,,,
a_Tr,a_Tr,a_Co_B,2.602,,,
c_An_B,c_SpCo_G,c_An_B,0.818,,,
c_An_B,c_An_B,c_An_R,0.85,,,
a_CC,a_CC,a_SpCo_G,0.934,,,
c_Cool,c_Cool,c_Warm,2.436,,,
a_SpCo_B,a_SpCo_B,a_Co_G,1.784,,,
a_SatL_G,a_SatL_G,a_SatH_G,1.752,,,
a_SpCo_R,a_SpCo_G,a_SpCo_R,0.801,,,
a_SpCo_R,a_Tr,a_SpCo_R,1.367,,,
a_Warm,a_Cool,a_Warm,1.902,,,
c_An_B,c_Co_G,c_An_B,1.151,,,
c_Co_B,c_SpCo_B,c_Co_B,0.718,,,
c_Co_R,c_Co_R,c_An_R,0.917,,,
a_An_R,a_Co_G,a_An_R,2.486,,,
a_SpCo_R,a_SpCo_R,a_An_G,0.967,,,
c_SpCo_G,c_SpCo_G,c_Co_G,1.518,,,
a_Co_R,a_Co_B,a_Co_R,1.768,,,
a_CC,a_CC,a_Co_R,0.767,,,
c_SpCo_R,c_SpCo_R,c_An_R,1.819,,,
a_Co_R,a_Co_R,a_An_G,1.1,,,
a_Co_B,a_Co_G,a_Co_B,0.801,,,
a_Co_R,a_SpCo_R,a_Co_R,4.604,,,
a_Tr,a_Tr,a_An_R,1.602,,,
c_Co_R,c_SpCo_G,c_Co_R,1.635,,,
a_Co_R,a_Co_R,a_An_R,1.051,,,
a_Co_B,a_SpCo_G,a_Co_B,3.402,,,
c_Tr,c_Tr,c_An_G,1.351,,,
c_CC,c_Tr,c_CC,0.584,,,
c_Co_B,c_SpCo_R,c_Co_B,2.085,,,
c_Tr,c_Tr,c_SpCo_G,1.868,,,
c_SatL_R,c_SatL_R,c_SatH_R,2.136,,,
c_SpCo_G,c_CC,c_SpCo_G,4.204,,,
a_Tr,a_Tr,a_Co_G,1.418,,,
a_CC,a_CC,a_SpCo_B,6.538,,,
c_Co_R,c_SpCo_B,c_Co_R,1.018,,,
c_SatH_R,c_SatH_R,c_SatL_R,0,,,
a_An_G,a_An_G,a_Co_G,34.847,,,
c_SatH_G,c_SatH_G,c_SatL_G,2.235,,,
c_SpCo_R,c_Co_R,c_SpCo_R,6.072,,,
c_SpCo_G,c_An_G,c_SpCo_G,2.402,,,
a_Co_R,a_Co_R,a_Co_G,6.572,,,
c_Tr,c_Co_G,c_Tr,4.421,,,
a_SpCo_B,a_An_B,a_SpCo_B,8.374,,,
a_An_G,a_An_G,a_Tr,8.307,,,
c_Tr,c_An_G,c_Tr,9.208,,,
c_Co_R,c_Co_R,c_Tr,3.97,,,
c_Co_B,c_Co_B,c_Co_G,3.169,,,
a_An_G,a_An_G,a_SpCo_R,9.676,,,
c_Co_B,c_Co_B,c_Tr,6.054,,,
a_An_B,a_An_B,a_SpCo_G,10.777,,,
a_Tr,a_CC,a_Tr,4.12,,,
a_SpCo_R,a_SpCo_R,a_Tr,3.269,,,
a_SpCo_B,a_SpCo_B,a_CC,3.254,,,
a_Co_R,a_Co_R,a_SpCo_B,3.736,,,
c_Co_B,c_Co_B,c_SpCo_G,2.652,,,
c_Co_G,c_An_B,c_Co_G,1.968,,,
a_SpCo_G,a_Co_G,a_SpCo_G,7.69,,,
c_SpCo_B,c_SpCo_B,c_SpCo_G,3.737,,,
c_An_G,c_An_R,c_An_G,2.669,,,
c_Co_B,c_An_G,c_Co_B,2.052,,,
a_SpCo_R,a_Co_G,a_SpCo_R,6.021,,,
a_SpCo_R,a_SpCo_R,a_SpCo_G,3.803,,,
c_Co_B,c_An_R,c_Co_B,1.169,,,
c_SpCo_B,c_SpCo_R,c_SpCo_B,2.318,,,
a_An_G,a_An_B,a_An_G,2.252,,,
a_SpCo_B,a_Co_G,a_SpCo_B,4.821,,,
c_SpCo_R,c_An_B,c_SpCo_R,2.836,,,
c_Co_R,c_Co_R,c_Co_G,1.584,,,
a_Tr,a_An_B,a_Tr,4.655,,,
c_SpCo_G,c_Co_G,c_SpCo_G,2.685,,,
c_Tr,c_SpCo_G,c_Tr,1.735,,,
c_SpCo_B,c_An_G,c_SpCo_B,1.518,,,
a_Warm,a_Warm,a_Cool,15.514,,,
a_SpCo_B,a_SpCo_B,a_Tr,4.236,,,
a_An_R,a_An_R,a_Co_G,4.087,,,
c_SpCo_B,c_SpCo_B,c_CC,1.268,,,
c_Co_G,c_An_R,c_Co_G,2.819,,,
c_SpCo_B,c_Co_G,c_SpCo_B,1.118,,,
c_SpCo_R,c_An_G,c_SpCo_R,0.967,,,
a_Co_B,a_Co_R,a_Co_B,6.873,,,
c_An_B,c_An_B,c_CC,1.501,,,
a_Co_R,a_Co_R,a_Tr,3.886,,,
a_SpCo_G,a_An_G,a_SpCo_G,2.77,,,
a_Tr,a_An_R,a_Tr,4.737,,,
c_SpCo_R,c_Co_G,c_SpCo_R,1.435,,,
a_Tr,a_SpCo_G,a_Tr,4.937,,,
c_An_R,c_An_R,c_An_B,2.669,,,
a_Tr,a_Co_G,a_Tr,4.004,,,
c_Co_R,c_An_R,c_Co_R,3.37,,,
c_Co_R,c_An_B,c_Co_R,1.835,,,
c_SpCo_B,c_An_R,c_SpCo_B,3.586,,,
c_SpCo_G,c_SpCo_G,c_CC,1.284,,,
a_Co_B,a_An_B,a_Co_B,3.436,,,
a_Co_B,a_An_R,a_Co_B,1.501,,,
a_SatH_R,a_SatH_R,a_SatL_R,5.389,,,
c_Co_G,c_An_G,c_Co_G,2.986,,,
a_Co_B,a_Co_B,a_Tr,4.62,,,
a_An_G,a_An_G,a_CC,1.601,,,
c_SpCo_G,c_An_R,c_SpCo_G,4.204,,,
c_Co_B,c_Co_R,c_Co_B,3.003,,,
c_Cool,c_Warm,c_Cool,23.437,,,
c_SpCo_G,c_Co_R,c_SpCo_G,4.137,,,
a_SatL_G,a_SatH_G,a_SatL_G,9.325,,,
c_CC,c_An_G,c_CC,3.586,,,
c_SatL_B,c_SatH_B,c_SatL_B,8.04,,,
c_SpCo_G,c_An_B,c_SpCo_G,4.354,,,
c_Tr,c_CC,c_Tr,3.186,,,
a_An_R,a_An_R,a_CC,5.338,,,
a_Co_B,a_Co_B,a_Co_G,4.47,,,
a_Co_R,a_Co_R,a_CC,4.104,,,
a_Co_B,a_An_G,a_Co_B,2.386,,,
a_Co_B,a_Co_B,a_CC,3.135,,,
c_Co_G,c_Co_G,c_CC,2.953,,,
c_SpCo_R,c_SpCo_R,c_CC,1.034,,,
c_SpCo_B,c_Co_R,c_SpCo_B,4.937,,,
a_Co_B,a_Co_B,a_SpCo_R,4.989,,,
a_SpCo_R,a_SpCo_R,a_CC,4.12,,,
a_SatL_B,a_SatH_B,a_SatL_B,4.97,,,
c_Co_B,c_Co_B,c_CC,1.501,,,
a_SpCo_G,a_SpCo_G,a_CC,6.073,,,
c_SpCo_R,c_An_R,c_SpCo_R,1.601,,,
a_SpCo_R,a_An_R,a_SpCo_R,3.653,,,
c_SpCo_R,c_SpCo_R,c_SpCo_G,6.355,,,
a_Co_G,a_Co_G,a_CC,4.889,,,
c_Co_B,c_Co_B,c_SpCo_B,2.769,,,
c_Tr,c_SpCo_B,c_Tr,2.452,,,
c_Tr,c_An_B,c_Tr,1.117,,,
a_SpCo_B,a_An_R,a_SpCo_B,5.288,,,
a_SpCo_B,a_An_G,a_SpCo_B,1.651,,,
a_An_B,a_An_B,a_CC,2.503,,,
a_Co_B,a_Co_B,a_SpCo_G,3.92,,,
a_SpCo_R,a_SpCo_R,a_SpCo_B,5.121,,,
a_SpCo_B,a_SpCo_B,a_SpCo_G,3.352,,,
a_An_B,a_An_B,a_Co_G,5.389,,,
c_Co_R,c_Co_R,c_CC,1.485,,,
a_Co_R,a_An_B,a_Co_R,7.773,,,
c_SpCo_B,c_An_B,c_SpCo_B,1.918,,,
a_Co_B,a_Co_B,a_SpCo_B,6.456,,,
a_An_R,a_An_R,a_SpCo_G,10.041,,,
c_An_R,c_An_R,c_CC,7.174,,,
a_Co_R,a_Co_R,a_SpCo_R,9.975,,,
c_An_B,c_An_B,c_An_G,9.075,,,
c_Co_B,c_Co_B,c_SpCo_R,4.003,,,
a_Co_R,a_Co_R,a_SpCo_G,3.269,,,
c_Co_R,c_An_G,c_Co_R,4.404,,,
c_Tr,c_SpCo_R,c_Tr,5.038,,,
a_An_R,a_An_R,a_An_B,2.485,,,
a_Co_R,a_An_R,a_Co_R,3.503,,,
a_SpCo_R,a_An_B,a_SpCo_R,4.087,,,
c_Tr,c_An_R,c_Tr,2.051,,,
a_An_G,a_An_R,a_An_G,4.689,,,
c_Co_B,c_An_B,c_Co_B,1.017,,,
a_Co_R,a_An_G,a_Co_R,1.485,,,
a_SpCo_G,a_SpCo_G,a_An_R,8.723,,,
c_SpCo_B,c_SpCo_B,c_Co_G,3.52,,,
c_An_G,c_CC,c_An_G,1.634,,,
a_Co_B,a_Co_B,a_An_G,6.423,,,
a_Co_R,a_Co_R,a_An_G,2.669,,,
c_SatH_R,c_SatL_R,c_SatH_R,6.272,,,
c_Co_G,c_Co_G,c_An_R,3.57,,,
a_Co_R,a_SpCo_R,a_Co_R,4.537,,,
c_SpCo_R,c_SpCo_R,c_An_R,1.735,,,
a_SpCo_R,a_CC,a_SpCo_R,2.152,,,
a_SpCo_R,a_SpCo_R,a_Co_B,10.943,,,
c_Co_R,c_CC,c_Co_R,1.434,,,
c_An_B,c_An_G,c_An_B,4.888,,,
c_SpCo_R,c_SpCo_R,c_Co_G,2.135,,,
a_Co_B,a_Co_B,a_An_B,4.72,,,
a_SatL_B,a_SatL_B,a_SatH_B,3.771,,,
a_SatL_R,a_SatL_R,a_SatH_R,6.622,,,
c_Co_R,c_Co_R,c_An_R,2.285,,,
a_SpCo_G,a_SpCo_G,a_Co_G,3.319,,,
c_SpCo_B,c_SpCo_G,c_SpCo_B,2.737,,,
c_SpCo_G,c_SpCo_G,c_An_G,1.818,,,
a_SpCo_B,a_SpCo_B,a_Co_G,8.073,,,
a_Tr,a_Tr,a_CC,2.102,,,
c_SpCo_R,c_CC,c_SpCo_R,1.234,,,
a_An_R,a_Co_G,a_An_R,7.424,,,
a_SpCo_R,a_SpCo_R,a_An_G,1.518,,,
c_SpCo_G,c_SpCo_G,c_An_R,1.484,,,
a_Tr,a_Tr,a_An_G,1.618,,,
c_Co_B,c_SpCo_R,c_Co_B,2.586,,,
c_SpCo_R,c_SpCo_R,c_An_G,1.651,,,
a_SpCo_B,a_SpCo_G,a_SpCo_B,12.178,,,
a_Tr,a_Tr,a_Co_G,7.055,,,
c_Co_B,c_Tr,c_Co_B,2.035,,,
c_Co_R,c_Co_R,c_An_B,1.903,,,
c_SpCo_R,c_SpCo_B,c_SpCo_R,6.855,,,
a_SpCo_R,a_SpCo_R,a_An_R,4.32,,,
a_SatL_G,a_SatL_G,a_SatH_G,4.955,,,
a_Co_B,a_Co_G,a_Co_B,5.004,,,
a_SpCo_R,a_Tr,a_SpCo_R,3.42,,,
a_Warm,a_Cool,a_Warm,5.571,,,
c_SatL_G,c_SatL_G,c_SatH_G,6.94,,,
a_An_B,a_Co_G,a_An_B,10.008,,,
a_Co_B,a_Co_B,a_An_R,2.519,,,
c_Co_G,c_Co_G,c_An_B,1.618,,,
c_Cool,c_Cool,c_Warm,5.672,,,
c_Co_G,c_Co_G,c_An_G,2.268,,,
a_Co_B,a_Tr,a_Co_B,6.906,,,
a_Co_R,a_SpCo_G,a_Co_R,6.44,,,
c_Co_R,c_SpCo_B,c_Co_R,3.819,,,
c_Tr,c_Tr,c_CC,1.635,,,
a_Co_B,a_CC,a_Co_B,3.469,,,
c_An_B,c_CC,c_An_B,2.052,,,
a_An_R,a_CC,a_An_R,1.551,,,
c_Co_R,c_Co_R,c_An_G,1.702,,,
c_SpCo_R,c_SpCo_R,c_An_B,1.352,,,
c_Tr,c_Tr,c_SpCo_B,1.985,,,
c_Co_B,c_Co_B,c_An_R,1.568,,,
a_SpCo_R,a_SpCo_G,a_SpCo_R,1.751,,,
c_Co_B,c_Co_B,c_An_G,1.034,,,
a_An_R,a_An_B,a_An_R,1.952,,,
a_Co_G,a_CC,a_Co_G,1.918,,,
a_An_B,a_SpCo_G,a_An_B,4.871,,,
c_SpCo_R,c_SpCo_G,c_SpCo_R,1.969,,,
c_Co_R,c_SpCo_R,c_Co_R,2.235,,,
a_Tr,a_Tr,a_An_B,6.122,,,
a_Co_R,a_CC,a_Co_R,4.019,,,
a_Tr,a_Tr,a_SpCo_G,2.903,,,
c_Co_B,c_SpCo_G,c_Co_B,1.652,,,
c_Tr,c_Tr,c_Co_G,1.685,,,
c_SpCo_B,c_CC,c_SpCo_B,1.101,,,
c_Co_B,c_Co_B,c_Co_R,5.571,,,
a_Tr,a_Tr,a_SpCo_B,3.619,,,
c_Tr,c_Tr,c_An_R,1.001,,,
c_Tr,c_Tr,c_An_B,0.918,,,
a_An_G,a_An_G,a_An_B,2.652,,,
a_An_B,a_CC,a_An_B,2.453,,,
a_Co_R,a_Co_B,a_Co_R,2.352,,,
a_SpCo_B,a_CC,a_SpCo_B,3.753,,,
a_Co_R,a_Tr,a_Co_R,1.985,,,
a_SpCo_R,a_SpCo_R,a_An_B,1.301,,,
a_Tr,a_Tr,a_An_R,2.118,,,
c_Tr,c_Tr,c_An_G,5.172,,,
a_An_G,a_CC,a_An_G,2.018,,,
a_An_G,a_An_G,a_An_R,2.652,,,
c_SatH_B,c_SatL_B,c_SatH_B,11.693,,,
a_Co_R,a_Co_R,a_An_R,1.552,,,
a_SpCo_G,a_CC,a_SpCo_G,6.172,,,
c_Co_G,c_SpCo_G,c_Co_G,10.793,,,
c_Co_R,c_SpCo_G,c_Co_R,0.884,,,
c_SpCo_B,c_SpCo_B,c_An_G,1.601,,,
a_SpCo_B,a_SpCo_B,a_An_G,3.937,,,
c_Tr,c_Tr,c_SpCo_G,1.985,,,
c_Co_R,c_Tr,c_Co_R,1.801,,,
a_SpCo_G,a_SpCo_G,a_An_G,6.472,,,
c_Tr,c_Tr,c_SpCo_R,1.853,,,
a_Co_B,a_SpCo_G,a_Co_B,2.168,,,
c_SpCo_B,c_SpCo_B,c_An_R,2.085,,,
c_Co_R,c_Co_G,c_Co_R,1.668,,,
c_Co_B,c_SpCo_B,c_Co_B,5.321,,,
c_Co_B,c_Co_B,c_An_B,1.651,,,
a_Co_R,a_Co_G,a_Co_R,3.104,,,
a_Co_R,a_Co_R,a_An_B,11.442,,,
a_Co_G,a_Co_G,a_An_G,4.054,,,
a_SpCo_R,a_SpCo_R,a_Co_G,2.002,,,
c_SpCo_G,c_SpCo_G,c_An_B,7.723,,,
a_SpCo_R,a_SpCo_B,a_SpCo_R,5.488,,,
c_SpCo_B,c_SpCo_B,c_An_B,5.372,,,
c_Co_B,c_Co_G,c_Co_B,1.785,,,
c_Co_G,c_CC,c_Co_G,3.385,,,
c_SpCo_G,c_CC,c_SpCo_G,1.118,,,
a_Co_R,a_SpCo_B,a_Co_R,8.807,,,
a_SpCo_B,a_SpCo_B,a_An_B,4.322,,,
a_SpCo_B,a_SpCo_B,a_An_R,10.208,,,
a_Co_B,a_SpCo_B,a_Co_B,1.668,,,
c_An_R,c_CC,c_An_R,7.157,,,
c_An_R,c_An_G,c_An_R,30.743,,,
c_An_R,c_An_B,c_An_R,11.292,,,
c_Co_B,c_CC,c_Co_B,1.502,,,
a_An_G,a_An_B,a_An_G,0,,,
c_Tr,c_SpCo_R,c_Tr,5.037,,,
c_SpCo_B,c_Co_G,c_SpCo_B,3.637,,,
a_An_R,a_An_R,a_Co_B,4.738,,,
a_SpCo_B,a_SpCo_B,a_SpCo_G,2.902,,,
c_SpCo_R,c_Co_G,c_SpCo_R,2.536,,,
a_An_G,a_An_G,a_SpCo_G,2.085,,,
a_SpCo_B,a_SpCo_B,a_CC,3.586,,,
a_An_R,a_An_R,a_SpCo_G,7.49,,,
c_An_G,c_An_G,c_Co_G,2.802,,,
a_SpCo_R,a_SpCo_R,a_CC,1.719,,,
c_Co_B,c_Co_R,c_Co_B,3.869,,,
c_SpCo_B,c_An_R,c_SpCo_B,2.636,,,
a_SatH_G,a_SatH_G,a_SatL_G,2.785,,,
c_An_G,c_An_G,c_Co_R,7.424,,,
c_SpCo_B,c_Co_B,c_SpCo_B,1.468,,,
a_SpCo_B,a_An_B,a_SpCo_B,1.301,,,
a_SpCo_B,a_SpCo_R,a_SpCo_B,2.152,,,
a_An_G,a_An_G,a_Co_R,2.335,,,
c_Co_G,c_Co_B,c_Co_G,3.036,,,
a_SatH_R,a_SatH_R,a_SatL_R,4.337,,,
c_SpCo_B,c_SpCo_R,c_SpCo_B,1.485,,,
a_An_G,a_An_G,a_CC,4.153,,,
c_Warm,c_Warm,c_Cool,2.135,,,
a_SpCo_R,a_Co_R,a_SpCo_R,4.137,,,
a_SpCo_B,a_SpCo_B,a_Tr,2.052,,,
a_Co_R,a_An_R,a_Co_R,8.474,,,
a_Co_R,a_Co_R,a_CC,2.352,,,
a_Tr,a_Co_R,a_Tr,1.768,,,
a_An_G,a_An_G,a_Co_G,1.685,,,
c_Co_B,c_An_G,c_Co_B,3.036,,,
c_Tr,c_An_G,c_Tr,4.354,,,
a_SpCo_B,a_An_R,a_SpCo_B,1.785,,,
a_SpCo_R,a_Co_G,a_SpCo_R,3.453,,,
c_An_B,c_An_B,c_SpCo_B,2.902,,,
a_Tr,a_SpCo_G,a_Tr,1.251,,,
a_Tr,a_Co_G,a_Tr,2.085,,,
c_SatH_B,c_SatH_B,c_SatL_B,2.569,,,
c_Tr,c_CC,c_Tr,1.969,,,
c_An_G,c_An_R,c_An_G,2.535,,,
a_An_R,a_An_R,a_SpCo_R,1.835,,,
c_Tr,c_An_B,c_Tr,1.835,,,
a_Co_G,a_Co_G,a_SpCo_G,3.403,,,
a_Tr,a_CC,a_Tr,1.334,,,
c_SpCo_R,c_An_R,c_SpCo_R,2.536,,,
c_An_R,c_An_R,c_Co_R,1.668,,,
a_Co_B,a_Co_B,a_SpCo_G,2.402,,,
c_SpCo_B,c_SpCo_B,c_SpCo_G,1.402,,,
a_Tr,a_SpCo_R,a_Tr,3.619,,,
c_SpCo_G,c_An_R,c_SpCo_G,2.786,,,
c_Tr,c_Co_R,c_Tr,1.484,,,
c_SpCo_G,c_Co_B,c_SpCo_G,2.052,,,
a_Co_B,a_Co_B,a_Co_G,1.568,,,
a_Co_B,a_Co_B,a_CC,1.101,,,
a_Co_R,a_Co_R,a_SpCo_G,3.72,,,
c_Co_B,c_Co_B,c_CC,1.418,,,
c_An_B,c_An_B,c_CC,1.818,,,
c_Tr,c_An_R,c_Tr,0.934,,,
c_SpCo_R,c_Co_R,c_SpCo_R,2.586,,,
c_SpCo_B,c_An_G,c_SpCo_B,1.234,,,
c_Co_G,c_An_B,c_Co_G,1.702,,,
c_SpCo_G,c_An_B,c_SpCo_G,1.201,,,
a_SpCo_R,a_SpCo_R,a_SpCo_G,1.701,,,
c_SpCo_B,c_SpCo_B,c_CC,1.334,,,
a_An_R,a_An_R,a_Co_G,2.053,,,
a_An_B,a_An_R,a_An_B,1.785,,,
c_SpCo_G,c_An_G,c_SpCo_G,1.434,,,
a_Tr,a_Co_B,a_Tr,3.753,,,
c_Co_G,c_Co_R,c_Co_G,2.052,,,
c_Co_B,c_An_B,c_Co_B,1.268,,,
a_SpCo_R,a_An_B,a_SpCo_R,1.434,,,
c_SpCo_B,c_Co_R,c_SpCo_B,1.168,,,
a_CC,a_Co_G,a_CC,4.988,,,
c_SpCo_G,c_SpCo_G,c_CC,1.051,,,
c_An_B,c_An_R,c_An_B,7.473,,,
c_An_B,c_An_B,c_Co_R,1.851,,,
c_SpCo_R,c_An_G,c_SpCo_R,1.501,,,
a_Tr,a_An_R,a_Tr,2.519,,,
a_An_G,a_An_G,a_SpCo_B,1.468,,,
c_Tr,c_Co_B,c_Tr,1.619,,,
a_An_B,a_An_B,a_CC,1.184,,,
a_CC,a_An_R,a_CC,1.718,,,
c_SpCo_G,c_SpCo_R,c_SpCo_G,1.568,,,
c_SpCo_G,c_Co_G,c_SpCo_G,1.835,,,
a_CC,a_SpCo_G,a_CC,2.452,,,
a_SpCo_B,a_Co_G,a_SpCo_B,1.818,,,
c_Tr,c_SpCo_G,c_Tr,1.451,,,
a_Co_B,a_Co_B,a_SpCo_R,5.172,,,
c_An_G,c_An_G,c_CC,3.97,,,
a_SatH_B,a_SatH_B,a_SatL_B,3.403,,,
c_SpCo_G,c_Co_R,c_SpCo_G,2.235,,,
c_SpCo_R,c_Co_B,c_SpCo_R,3.202,,,
c_SatH_G,c_SatH_G,c_SatL_G,3.453,,,
a_Co_R,a_Co_R,a_Co_G,2.253,,,
a_An_B,a_An_B,a_Co_R,2.418,,,
a_SpCo_B,a_Co_R,a_SpCo_B,0.818,,,
a_An_B,a_An_B,a_SpCo_G,1.418,,,
c_SpCo_R,c_An_B,c_SpCo_R,0.934,,,
c_SatH_R,c_SatH_R,c_SatL_R,1.501,,,
c_SpCo_B,c_SpCo_B,c_Tr,4.37,,,
a_SpCo_B,a_Co_B,a_SpCo_B,1.168,,,
a_Co_B,a_An_B,a_Co_B,1.318,,,
c_An_G,c_An_B,c_An_G,1.134,,,
a_An_B,a_An_B,a_Tr,2.67,,,
a_An_G,a_An_R,a_An_G,1.101,,,
c_Co_R,c_Co_R,c_CC,0.95,,,
a_Warm,a_Warm,a_Cool,1.718,,,
a_Co_B,a_Co_R,a_Co_B,1.318,,,
c_An_R,c_An_R,c_CC,0.951,,,
c_Tr,c_Co_G,c_Tr,0.834,,,
a_An_G,a_An_G,a_Co_B,1.067,,,
